OBJECTID_12,OBJECTID,PIN15,PermitNum,ISSUE_DATE,COMMENTS,DESCRIPTIO,PID,BLDB_ACTIV,TOTAL_ROOM,BLD_Cost,ESTIMATED_,ESTIMATE_1,SQFT_LAND,SQFT_FLOOR,BLD_Type,Occupancy,TYPE,PmtStatus,BLDB_ACT_1,Name
224,9323,0832-17-10-8850,15104223,1/19/2016 0:00,"No Impact fee due
Voided 8-24-2016 never picked up AND/OR paid.","SFD, no impervious, street trees req., 20ftDW as built Survey required at foundation inspection (see notes on variance/Dennis Doty)",110007,NEW,6,137940,0,0,5401,2090,Single Family House,Single Family,RESI,Void,New,O21
225,9336,0832-17-20-1733,21102519,,**** 05/13/21 - void - created permit # prior to realizing a site plan # is needed - sm ****                          D-plans (enhanced rev req - target date 05/24/21 - no in-person meetings until Corona Virus limitations are finished) 05/13/21    gc c,Elizabeth Street UMC - Interior Accessibility Improvements and Exterior Waterproofing,110017,I_ALT,0,0,0,0,0,0,Non-Residential,Mixed Use Commercial,NON_RESI,Void,Interior Alterations,O21
226,9337,0832-17-20-1733,21102629,6/2/2021 0:00,**** 06/02/21 - permit package e-mailed to gc - sm ****                                                                      D-plans (enhanced rev req - target date 06/01/21 - no in-person meetings until Corona Virus limitations are finished) 05/13/21 /,Elizabeth Street UMC - Interior Accessibility Improvements and Exterior Waterproofing    Site Plan D2100104 (in review at log-in),110017,ADD,0,521409,25750,33580,0,221,Non-Residential,Mixed Use Commercial,NON_RESI,CO Issued,Addition,O21
227,9338,0832-17-20-0738,19104159,9/30/2019 0:00,"Picked up permit: 10/08/2019-MN
The contracting license number is valid, is the proper classification for this project and the financial limitation of the license for this application has not been exceeded as of the review date. As of the initial review",ExRev Install 3 block piers sister floor joist drip girder on conce Block Pier See Proposal,110018,RP,0,13000,0,0,0,0,Single Family House,Single Family,RESI,Issued,Repair,O21
228,9339,0832-10-97-5369,23104486,10/10/2023 0:00,"Permit docs sent via email 10-11-23 CRW
   As of 9/29/23, there are no conflicting permits, stop work orders or other pertinent conditions on either the parcel or application in the LDO.  Renovation permit 23100549 is active by the same contractor. The",SMPR: Adding a 12x15 deck to the rear of house. Renovation permit 23100549 is active by the same contractor.,110019,R_DECK,0,8000,0,0,0,180,Single Family House,Single Family,RESI,CO Issued,Residential - Decks,O21
229,9340,0832-10-97-5369,23100549,3/6/2023 0:00,"Permit docs sent via email 3-7-23 CRW  
As of 17 February, 2023, there are no conflicting permits, stop work orders or other pertinent conditions on either the parcel or application in the LDO. The North Carolina contracting license number listed by the","SMPR - renovation of existing structure, plus rear addition on partially re-used fdn; change from 1 1/2 original bathrooms to 3 new bathrooms",110019,ADD,0,202500,0,0,0,0,Single Family House,Single Family,RESI,Issued,Addition,O21
230,9355,0832-17-10-6705,1310256,2/14/2013 0:00,"POlease note:P The applicantfts e-mail is NOT brianbmg@hotmail.com as he wrote it. It is brianbmc@hotmail.com. There are no conditions on the ldo. John K. Read, Jr.  The owner listed on the application is Brian McCarthy, Note: project includes inguttingin f",RENOVATION OF ENTIRE HOME and additon of new covered porch. Survey required for porch.,110040,ALT,0,85000,7500,6000,0,0,Single Family House,Single Family,RESI,CO Issued,Alterations,O21
231,9356,0832-17-10-5747,1311095,4/12/2013 0:00,GC PICKED UP PERMIT 4/17/13,RE-ROOF AND ROOF FRAMING REPAIR,110041,MN,0,10815,0,0,0,0,Single Family House,Single Family,RESI,Complete,Minimum Housing,O21
232,9357,0832-17-10-5747,15103897,10/29/2015 0:00,"As of the initial review date, 27 October,  2015, there no current conditions or stop work orders for either this application or parcel on the LDO. John Read.
Applicant stated that change of contractor letter has been submitted to W.C.  -  The owner lis",CHANGE OF CONTRACTOR - RE:  1414074 - NO CHANGE IN SCOPE OF WORK,110041,ALT,0,31000,2500,4000,0,176,Single Family House,Single Family,RESI,CO Issued,Alterations,O21
233,9358,0832-17-10-5747,1414074,4/9/2015 0:00,"As of the initial review date, 6 January, 2015, there are no conditions or stop work orders in the LDO.  John Read. 
void re15103897",Renovation of House AND a deck.,110041,ALT,0,42000,4000,3500,0,176,Single Family House,Single Family,RESI,Void,Alterations,O21
234,9359,0832-17-10-5747,1211856,6/19/2012 0:00,OWNER ON APPL. IS NIS picked up by contractor.,MINIMUM HOUSING REHAB - STABILIZATION,110041,MN,0,9399,0,0,0,0,Single Family House,Single Family,RESI,Cond. CO Issued,Minimum Housing,O21
235,9360,0832-17-10-4788,911650,7/22/2009 0:00,Owner on application listed as Alex Tracy. His phone number is 601-3475.  Not in local historic district.  See attached.,Repair/renovations Not in local historic district. See attached.,110042,RP,0,11000,3500,5000,0,0,Single Family House,Single Family,RESI,CO Issued,Repair,O21
236,9361,0832-17-10-4788,1012160,8/11/2010 0:00,"owner on application is Alex Tracy. Note: according to the GC Licensing Board, multiple permits at the same address must have costs under $30,000 for licensing exemption; combined costs for 0911650 and 1012160 = $25,750.
","rebuild front porch & back railing (separate from 0911650) Note: according to the GC Licensing Board, multiple permits at the same address must have costs under $30,000 for licensing exemption; combined costs for 0911650 and 1012160 = $25,750.",110042,I_ALT,0,4250,0,0,0,202,Single Family House,Single Family,RESI,Void,Interior Alterations,O21
237,9362,0832-17-10-4788,1310671,3/12/2013 0:00,"No conditions found on the LDO. John Read.
The owners listed on the application are David & Laura Sloan and their phone number is:919-475-2847.",KITCHEN RENOVATION,110042,I_ALT,0,16404,1500,0,0,0,Single Family House,Single Family,RESI,CO Issued,Interior Alterations,O21
238,9363,0832-10-47-3848,21103018,6/22/2021 0:00,GC license is valid. AF 6-21-21/ ***BP SENT TO GC VIA EMAIL 6.23.21 DB***,SMPRInterior Renovation,110043,ALT,0,140700,0,0,0,0,Single Family House,Single Family,RESI,CO Issued,Alterations,O21
239,9364,0832-17-00-8719,17100950,3/24/2017 0:00,"As of the initial review date, 21 March, 2017, there are no current conditions or stop work orders for either this application or parcel on the LDO. John Read. 
",REPLACING WINDOWS IN HOUSE,110044,ALT,0,10352,0,0,0,0,Single Family House,Single Family,RESI,Void,Alterations,O21
240,9365,0832-17-00-8719,18102282,7/3/2018 0:00,"Re-review fee removed because one re-review and two final reviews were conducted without by comment prior to reciept of the $200. John Read. DPLANS EMAIL 5.18.18;  PERMIT ON HOLD UNTIL RE-REVIEW FEE IS PAID
e-mailed comments to: david@trinitydesignbuild",EX. REV: ADDITION AND INTERIOR RENOVATION; no impervious limits; no stream buffers visible on i-maps,110044,ADD,0,133080,4720,8900,0,366,Single Family House,Single Family,RESI,CO Issued,Addition,O21
241,9366,0832-17-00-8719,15104105,11/18/2015 0:00,"Note: According to the owner, there is no well or septic system on this property. I removed the requirement for the Environmental Health Department review, John Read, 17 November, 2015.  As of the initial review date, 17 November,  2015, there  no curren","STRUCTURAL REPAIRS, FLOOR FRAMING, MASONRY, HELICAL PIERS, SITE WORK",110044,RP,0,20975,0,0,0,0,Single Family House,Single Family,RESI,CO Issued,Repair,O21
242,9367,0832-17-00-8676,1011647,6/16/2010 0:00, ,RENOVATE EXISTING SINGLE FAMILY HOUSE (new roof framing),110046,ALT,0,35000,3500,3900,0,0,Single Family House,Single Family,RESI,CO Issued,Alterations,O21
243,9368,0832-00-83-2909,19103341,9/4/2019 0:00,owner on app: Andrew Betz & Alistar Erikson-Ludwig; contractorfts email on app: warren@concepteight.com (picked up 9/4/19),New SFD  No per lot impervious  1 street tree per 40 linear feet of frontage,110048,NEW,5,264200,0,0,3651,2350,Single Family House,Single Family,RESI,CO Issued,New,O21
244,9369,0832-17-00-8315,20104591,10/22/2020 0:00,"permit issued via email 10-23-20 CRW
owner on app: Mike & Susan Natoli GC state license is valid no floodplain on GIS",SMPR: Addition,110049,ADD,0,25800,4200,0,0,280,Single Family House,Single Family,RESI,CO Issued,Addition,O21
245,9370,0832-17-00-8315,1111775,6/15/2011 0:00, ,REMODEL EXISTING SINGLE FAMILY HOME,110049,I_ALT,0,67500,3400,5600,0,0,Single Family House,Single Family,RESI,CO Issued,Interior Alterations,O21
246,9371,0832-17-00-8315,17100849,3/28/2017 0:00,D-plans - e-mail - 03/09/17,CRAWL SPACE ONLY - GIRDER REPLACEMENT,110049,RP,0,6330,0,0,0,0,Single Family House,Single Family,RESI,CO Issued,Repair,O21
247,9372,0832-17-00-8387,810729,3/21/2008 0:00,"LDO lists the property as a historic district, but GISmo does not show it as local historic district. Interior work only proposed; Steve Cruse notified of the work as a safety precaution. See attachment.  Lock box:  0110
",INTERIOR RENOVATIONS; Ownerfts phone number 730-3293,110050,I_ALT,0,5000,3000,2000,0,0,Single Family House,Single Family,RESI,CO Issued,Interior Alterations,O21
248,9381,0832-17-10-1789,21105745,11/24/2021 0:00,"re-linked contractor ID number to reflect the one provided on the application form.  12-10-21 CRW
Permit issued via email 11-29-21 CRW 
As of 23 November, 2021, there are no conflicting permits, stop work orders or other conditions on either the parcel",SMPR: Remove 2nd floor staircase to create a closet on main floor; new bathroom ensuite and closet on 2nd floor,110070,I_ALT,0,75000,0,0,0,0,Single Family House,Single Family,RESI,CO Issued,Interior Alterations,O21
249,9382,0832-17-10-0789,19100392,2/11/2019 0:00,emailed comments to: alicia@hyltondaniel.com CW 1/29/19  (BP PICKED UP 2.14.19),EXREV/Renovation to existing basement. Adding bathroom and kitchenette /NOTE: project NOT approved for accessory dwelling nor is there an approved sleeping area in the basement due to a lack of approved egress.,110071,I_ALT,2,2700,2000,1900,0,559,Single Family House,Single Family,RESI,Issued,Interior Alterations,O21
250,9383,0832-17-10-0789,1211924,7/6/2012 0:00,OWNERftS PHONE # 919-677-8202,RENOVATION TO EXISTING AREA (existing windows to be relocated) - OWNERftS PHONE # 919-677-8202,110071,I_ALT,0,10000,0,0,0,0,Single Family House,Single Family,RESI,CO Issued,Interior Alterations,O21
251,9384,0832-00-87-6905,1413201,11/3/2014 0:00,"Owner: Suzzanne Fischer (919) 641-4555
Builder: Beau Builders (919) 500-1614 beauburdickrenovations@gmail.com","SCREEN PORCH, no impervious limits Note: covered porch can not extend into 25 foot rear setback",110075,ADD,0,11400,1500,0,0,264,Single Family House,Single Family,RESI,CO Issued,Addition,O21
252,9385,0832-00-87-6905,22104245,9/15/2022 0:00,"Permit docs sent via email 9-15-22 CRW  
As of 12 September, 2022, there are no conflicting permits, stop work orders or other pertinent conditions on either the parcel or application in the LDO. The North Carolina contracting  license number listed by",SMPR- RENOVATION OF EXISTING HOUSE FOOTPRINT,110075,ALT,0,75000,0,0,0,0,Single Family House,Single Family,RESI,CO Issued,Alterations,O21
253,9465,0832-17-00-8253,22104017,8/26/2022 0:00,"Permit docs sent via email 8-30-22 CRW  
no conflicting permits, 69159 is valid GC, 051715 is current Eng, according to Deed dated 7/26/2022 Rachel Steinberger is the owner, ready for final  - LAC 8/26/2022 
//Owner on app: Rachel Steinsberger",SMPR   repair,110173,RP,0,25150,0,0,0,0,Single Family House,Single Family,RESI,CO Issued,Repair,O21
254,9466,0832-17-00-8253,22103847,8/19/2022 0:00,"Permit docs sent via email 8-22-22 CRW  
As of 16 August, 2022, there are no conflicting permits, stop work orders or other pertinent conditions on either the parcel or application in the LDO. The North Carolina contracting  license number listed by the","SMPR   general renovation of home: demo 2 walls and chimney, new closets, flush header, trim work, drywall repairs",110173,ALT,0,64140,0,0,0,0,Single Family House,Single Family,RESI,Issued,Alterations,O21
255,9467,0832-17-00-8203,1510564,3/8/2015 0:00,"As of the initial review date,  5 March, 2015, there are no unsatisfied  conditions or stop work orders in the LDO.  John Read.
",FOUNDATION WORK - CRAWLSPACE ONLY,110174,RP,0,2000,0,0,0,0,Single Family House,Single Family,RESI,CO Issued,Repair,O21
256,9468,0832-17-00-8203,18100947,3/29/2018 0:00,"D-plans - e-mail - 03/-8/18
e-mailed comments to: wjdinsick@gmail.com CW 3/12/18",ExRev - DECK REPLACEMENT,110174,R_DECK,0,4000,0,0,0,0,Single Family House,Single Family,RESI,CO Issued,Residential - Decks,O21
257,9469,0832-17-00-8203,23100383,,Uploaded 2/1/23. BH,SMPR: Bathroom and Laundry renovation,110174,I_ALT,0,0,0,0,0,0,Single Family House,Single Family,RESI, ,Interior Alterations,O21
258,9470,0832-17-00-8203,22100125,1/13/2022 0:00,"Permit issued and sent through email- 01/13/2021-MN

Uploaded 1/7/22. BH",SMPR: Foundation repair,110174,RP,0,9945,0,0,0,0,Single Family House,Single Family,RESI,CO Issued,Repair,O21
259,9471,0832-17-00-8047,17100747,3/10/2017 0:00,"Approved Application never picked up 6 mo+
Owner/Contractor: Benjamin Fleishman 704-562-3021
Permit Voided by MG per WCM  No Activity since permit was issued",Front deck addition to front porch; no impervious limits,110177,ADD,0,1500,0,0,0,168,Single Family House,Single Family,RESI,Void,Addition,O21
260,9472,0832-17-00-8047,17103969,10/11/2017 0:00, ,Front Deck Addition To Front Porch,110177,ADD,0,1500,0,0,0,168,Single Family House,Single Family,RESI,Issued,Addition,O21
261,9563,0831-18-79-7404,16100553,2/26/2016 0:00,"1+ year no activity
(BP picked up 2.26.16 CG)",Roof repair-from flat to A-Frame.,110278,ALT,0,7000,0,0,7513,0,Single Family House,Single Family,RESI,Void,Alterations,P21
262,9570,0831-19-81-6148,20102813,7/21/2020 0:00,"Impact fees updated 11-02-20 WCB Review Fees emailed 6/29/2020.  Owner on app:  S.L. Frasher, LLC. ***BP SENT TO GC VIA BOX.COM 7.22.20 DB***",SFD new with ADU no MAIS 5 street trees,110300,NEW,6,88638,0,0,0,1343,Single Family House,Single Family,RESI,CO Issued,New,P21
263,9573,0831-19-61-9213,710595,12/20/2007 0:00, ,CONSTRUCTION TRAILER - NO FULL TIME STAFF. Union Baptist Church Independent School,110311,OT,0,1200,300,0,0,224,Construction Trailer (No Full Time Staff),Business,NON_RESI,CO Issued,Other,P21
264,9574,0831-19-61-9213,810291,2/11/2008 0:00, ,RETAINING WALL FOR UNION BAPTIST CHURCH SCHOOL,110311,OT,0,48000,0,0,0,0,Non-Residential,Retaining Wall,NON_RESI,CO Issued,Other,P21
265,9575,0831-19-61-9213,811552,7/18/2008 0:00,"BOA 07-16, 17, 51. Impact fee assessed on foundation permit 0810389.",BUILD CHURCH ON EXISTING FOUNDATION; FD BP# 0810389 (UNION BAPTIST CHURCH),110311,NEW,0,5637000,520000,765000,0,46781,Non-Residential,Educational,NON_RESI,CO Issued,New,P21
266,9576,0831-19-61-9213,810389,3/28/2008 0:00,See attachment for specifics of impact fee calculation,FOUNDATION ONLY; UNION BAPTIST CHURCH SCHOOL,110311,FO,0,235000,0,0,0,0,Non-Residential,Educational,NON_RESI,CO Issued,Foundation Only,P21
267,9577,0831-19-61-9213,1012827,10/15/2010 0:00,Board of Adjustment case # B1000017 - Customer picked up 10/19/10,No cost daycare inspection permit; ADD ONE CLASSROOM TO EXISTING DAY CARE SPACE - UNION MISSIONARY BAPTIST CHURCH (Increases maximum child count from 50 to 67). See BOA case # B1000017.,110311,OT,0,0,0,0,0,0,Non-Residential,Educational,NON_RESI,CO Issued,Other,P21
268,9578,0831-19-61-9213,23104228,9/27/2023 0:00,marked ready for pick up after CO issued. 9-28-23 CRW,"Daycare: no work done, change of ownership",110311,OT,0,1,0,0,0,0,Non-Residential,Educational,NON_RESI,CO Issued,Other,P21
269,9582,0831-05-19-2150,19103283,8/12/2019 0:00,"(BP PICKED UP 8/14/19)   As of the final review date, there are no current conditions, active building permits or stop work orders for either this application or parcel on the LDO. John Read. e-mailed comments to: benjaminortiz1954@gmail.com CW 7/29/19//",ExRev Renovation,110325,ALT,0,19600,2900,0,0,0,Single Family House,Single Family,RESI,CO Issued,Alterations,P21
270,9583,0831-05-19-1150,18101743,4/24/2018 0:00,"Request to void attached 11-16-18 WCB
As of the initial review date, 23 April, 2018,  there are no current conditions or stop work orders for either this application or parcel on the LDO. John Read. 
OWNER ON APPL. IS FORTIFIED SOLUTIONS INC.",EX. REV: COSMETIC UPDATE,110330,ALT,0,20000,3500,0,0,0,Single Family House,Single Family,RESI,Void,Alterations,P21
271,9584,0831-05-19-1150,18104979,11/27/2018 0:00,"6+ months
Owner Jon Rycasal contractor email:  lfinley357@gmail.com",EXREV   renovation finals REF 18102732 no change in scope; no impervious limits; no stream buffers visible on i-maps,110330,ADD,0,500,200,200,0,248,Single Family House,Single Family,RESI,Void,Addition,P21
