OBJECTID,TARGET_FID,id,permit_,permit_typ,review_typ,date_appli,time_appli,date_issue,time_issue,processing,street_num,street_dir,street_nam,suffix,work_descr,building_f,zoning_fee,other_fee_,subtotal_p,building_2,zoning_f_2,other_fe_2,subtotal_u,building_3,zoning_f_3,other_fe_3,subtotal_w,total_fee,community_,census_tra,ward,xcoordinat,ycoordinat,latitude,longitude,Name
183,53458,3143105,100890288,PERMIT - EASY PERMIT PROCESS,EASY PERMIT WEB,9/8/2020 0:00,00:00.0,9/8/2020 0:00,00:00.0,0,1852,W,WABANSIA,AVE,"REPAIR AND REPLACE KITCHEN CABINETS, APPLIANCES, PLUMBING FIXTURES IN THE KITCHEN AND BATHROOMS.",175,75,0,250,0,0,0,0,0,0,0,0,250,24,240300,32,1163504.707,1911378.588,41.91246025,-87.67475812,324
184,54018,3151018,100896209,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,10/29/2020 0:00,00:00.0,12/16/2020 0:00,00:00.0,48,819,W,COLLEGE,PKWY,SPR2019 CBRC: SINGLE FAMILY INTERIOR ALTERATION AT 2ND FLOOR - KITCHEN REMODELING PER PLANS  **CERTIFIED PLANS CORRECTIONS: CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTIONS **,500,75,0,575,0,0,0,0,0,0,0,0,575,28,841900,11,1171075.544,1892814.713,41.86135687,-87.6474901,153
185,54745,3163075,100904975,PERMIT - RENOVATION/ALTERATION,SELF CERT,3/8/2021 0:00,00:00.0,3/8/2021 0:00,00:00.0,0,1734,N,LINDER,AVE,"SC-2019 CBRC-RENOVATE EXISTING 2-STORY, 2-UNIT FIRE DAMAGED MASONRY BUILDING. INCLUDES -RENOVATE 2 APARTMENTS WITH OPEN PLAN KITCHENS & UPDATE BATHROOMS.- REBUILD ENCLOSED PORCH AS NEW FRAME ADDITION (141 SF/ FLOOR).- INSTALL NEW HVAC UNITS & MODIFY ELEC",750,50,0,800,0,0,0,0,0,0,0,0,800,25,250300,37,1139419.144,1911143.161,41.91228761,-87.76324878,16
186,54846,3164753,100906133,PERMIT - NEW CONSTRUCTION,STANDARD PLAN REVIEW,2/1/2021 0:00,00:00.0,5/25/2022 0:00,00:00.0,478,3346,W,POTOMAC,AVE,"CBC-2019 CONSTRUCT A TWO STORY SINGLE FAMILY RESIDENCE, VA CONSTRUCTION, WITH BASEMENT AND 2 CAR DETACHED PRIVATE GARAGE AS PER PLANS.",2500,75,940,3515,0,0,0,0,0,0,0,0,3515,23,230900,26,1153617.311,1908486.402,41.90472642,-87.71115899,306
187,55278,3169885,100909908,PERMIT - EASY PERMIT PROCESS,EASY PERMIT WEB,2/22/2021 0:00,00:00.0,2/22/2021 0:00,00:00.0,0,3538,W,POLK,ST,"REPLACE FOUR LINTELS UNDER 4ft, REPLACE TWO WINDOWS AND DOWNSPOUT, REPLACE APPROX 250 BRICKS,",552,50,0,602,0,0,0,0,0,0,0,0,602,27,271500,24,1152746.161,1896177.5,41.87096683,-87.71468497,244
188,55959,3178997,100916879,PERMIT - EASY PERMIT PROCESS,EASY PERMIT WEB,4/8/2021 0:00,00:00.0,4/8/2021 0:00,00:00.0,0,811,W,15TH,PL,"Unit 709 Recladding repairs; tuckpoint, limestone patch repair, lintel refurbishment",552,75,0,627,0,0,0,0,0,0,0,0,627,28,841900,11,1171161.607,1892651.915,41.86090826,-87.64717896,153
189,56147,3181323,100918656,PERMIT - RENOVATION/ALTERATION,SELF CERT,2/14/2022 0:00,00:00.0,2/14/2022 0:00,00:00.0,0,1402,W,SUPERIOR,ST,"SELF-CERT 2019 CBC: ZONING RELIEF TO SUBDIVIDE THE LOTS 29 & 30, DEMOLISH EXISTING GARAGE & REPLACE WITH 3 EXTERIOR PARKING SPACES ON CONCRETE PAD, ENLARGE 3 MASONRY OPENINGS AT 1ST/2ND/3RD FLOORS IN EXISTING 3 STORY 6 D.U. BUILDING (OCCUPANCY GROUP R-2,",1500,75,0,1575,0,0,0,0,0,0,0,0,1575,24,243300,27,1166877.357,1905165.644,41.89533979,-87.66254642,292
190,56579,3186860,100922730,PERMIT - NEW CONSTRUCTION,SELF CERT,1/25/2022 0:00,00:00.0,1/25/2022 0:00,00:00.0,0,736,N,NOBLE,ST,"SELF-CERT 2019 CBC: FULL BUILDING PERMIT FOR 4 STORY 3 D.U., FRONT DECK AT 4TH FLOOR, REAR DECK WITH STAIR AT 1ST /2ND/3RD FLOORS, DETACHED 3 CAR GARAGE WITH ROOFTOP DECK, 6; HIGH MASONRY TRASH ENCLOSURE AS PER PLAN (OCCUPANCY GROUP R-5, TYPE IIIA CONSTR",3146.4,75,3133,6354.4,0,0,0,0,0,0,0,0,6354.4,24,243300,27,1166881.312,1905189.002,41.8954038,-87.66253122,292
191,56616,3187197,100922961,PERMIT - NEW CONSTRUCTION,SELF CERT,7/28/2021 0:00,00:00.0,7/28/2021 0:00,00:00.0,0,1423,W,HURON,ST,"SELF-CERT 2019 CBC: ERECT NEW 4 STORY, III-A, 3DU APARTMENT BUILDING W/BASEMENT AND ROOF DECK AND DETACHED 1 STORY, III-A, 3 CAR GARAGE AS PER PLANS: SELF CERT 2019 CBC",3713.2,150,940,4803.2,0,0,0,0,0,0,0,0,4803.2,24,243300,27,1166667.59,1904750.106,41.89420402,-87.66332875,292
192,56711,3188741,100924081,PERMIT - EASY PERMIT PROCESS,EASY PERMIT WEB,5/25/2021 0:00,00:00.0,5/25/2021 0:00,00:00.0,0,1327,N,HOMAN,AVE,"REPLACE EXISTING STORE FRONT, NEW WINDOWS REPAIR BRICKS, PANELS, HOLES AND TUCKPOINTING. ALL WORK SAME AS EXISTING. NO STRUCTURAL WORK.",727,50,0,777,0,0,0,0,0,0,0,0,777,23,230900,26,1153491.017,1908757.996,41.90547421,-87.71161568,306
193,57296,3197383,100930150,PERMIT - EASY PERMIT PROCESS,EASY PERMIT WEB,7/8/2021 0:00,00:00.0,7/8/2021 0:00,00:00.0,0,225,S,KILPATRICK,AVE,"REPAIR CONCRETE STAIRS,TUCKPOINT AND BRICK REPLACEMENT WHERE NEEDED",727,50,0,777,0,0,0,0,0,0,0,0,777,25,252202,28,1145136.981,1898415.573,41.87725547,-87.74256472,57
194,57306,3197544,100930287,PERMIT - RENOVATION/ALTERATION,SELF CERT,8/4/2021 0:00,00:00.0,8/4/2021 0:00,00:00.0,0,1633,N,HONORE,ST,"SELF-CERT 2019 CBC: INTERIOR & EXTERIOR REHAB, DUPLEX 2 UNITS AT LEVEL-2 TO ATTIC/LEVEL-3, NEW REAR 3 STORY OPEN METAL DECK & STAIR AND REPAIR EXIST. FRONT PORCH SAME SIZE AND LOCATION IN EXISTING 2 1/2 STORY W/ BASEMENT MASONRY BUILDING, AS PER PLANS.",1971.02,75,1000,3046.02,0,0,0,0,0,0,0,0,3046.02,24,240300,32,1163800.069,1911045.297,41.91153945,-87.67368246,324
195,57698,3202683,100934086,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,8/11/2021 0:00,00:00.0,8/12/2021 0:00,00:00.0,1,1447,S,ASHLAND,AVE,"SPR 2019 CBC: MODERNIZATION OF BUILDING ELEVATORS. INTERIOR WORK ONLY. NO CHANGE TO EXISTING BUILDING AREA OR HEIGHT, NO CHANGE TO ZONING USE, NO CHANGE IN OCCUPANCY, USE OF BUILDING ENVELOPE. CURRENT AND PROPOSED USE/OCCUPANCY CLASSIFICATION - MULTI-UNI",2500,50,0,2550,0,0,0,0,0,0,0,0,2550,28,842900,28,1166002.277,1892964.162,41.86187668,-87.66610874,55
196,57705,3202785,100934180,PERMIT - RENOVATION/ALTERATION,SELF CERT,10/10/2021 0:00,00:00.0,10/10/2021 0:00,00:00.0,0,1747,W,NORTH,AVE,SC 2019 CBRC:INTERIOR ALTERATIONS TO CREATE NEW BRANCH BANK PER PLANS.,750,75,0,825,0,0,0,0,0,0,0,0,825,24,241500,2,1164261.126,1910655.236,41.91045935,-87.67199973,324
197,57872,3205594,100935997,PERMIT - EASY PERMIT PROCESS,EASY PERMIT WEB,8/18/2021 0:00,00:00.0,8/18/2021 0:00,00:00.0,0,4938,W,QUINCY,ST,TUCKPOINTING - NO STRUCTURAL WORK - 1000 SQFT,475,75,0,550,0,0,0,0,0,0,0,0,550,25,252202,28,1143420.342,1898585.829,41.87775492,-87.74886355,57
198,58196,3210058,100938956,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,9/9/2021 0:00,00:00.0,9/21/2021 0:00,00:00.0,12,5714,W,ERIE,ST,SPR 2019 CBCREMOVE & REPLACE FRON T& REAR WOOD 1 STORY PORCHESAS PER PLANS,300,50,0,350,0,0,0,0,0,0,0,0,350,25,251400,29,1137996.824,1903760.644,41.89205491,-87.7686526,268
199,58629,3216868,100943795,PERMIT - RENOVATION/ALTERATION,SELF CERT,10/26/2021 0:00,00:00.0,10/26/2021 0:00,00:00.0,0,800,N,KEDZIE,AVE,"ALDI INC. STORE #04 CHICAGO, IL. - KEDZIE AVE.INTERIOR AND EXTERIOR FACADE REMODEL OF EXISTING BUILDING",2888,75,0,2963,0,0,0,0,0,0,0,0,2963,23,836600,27,1154853.936,1905175.142,41.89561531,-87.70670533,281
200,58630,3216864,100943792,PERMIT - EASY PERMIT PROCESS,EASY PERMIT WEB,10/11/2021 0:00,00:00.0,10/11/2021 0:00,00:00.0,0,715,N,SAWYER,AVE,"REBUILDINGH SOUTH AND NORTH PARAPET WALLS,CAULKING,SPOT TUCKPOINTING(600 SQ FT).",552,50,0,602,0,0,0,0,0,0,0,0,602,23,836700,27,1154617.236,1904659.036,41.89420381,-87.7075885,281
201,58713,3218350,100944818,PERMIT - EASY PERMIT PROCESS,EASY PERMIT WEB,10/19/2021 0:00,00:00.0,10/19/2021 0:00,00:00.0,0,2210,W,TAYLOR,ST,TUCKPOINTING ONLY - NO STRUCTURAL WORK - 200 SQFT,475,50,0,525,0,0,0,0,0,0,0,0,525,28,838200,28,1161691.661,1895580.456,41.86914687,-87.68185942,260/275
202,58926,3221930,100947324,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,11/3/2021 0:00,00:00.0,11/4/2021 0:00,00:00.0,1,1834,W,NORTH,AVE,ALTERNATIVE CODE APPROVAL PERMIT #100918660 FOR USE UNDERGROUND STORM AND SANITARY DRAIN PIPES AND FITTING.,75,0,0,75,0,0,0,0,0,0,0,0,75,24,240300,2,1163730.354,1910720.303,41.91064911,-87.67394775,324
203,59424,3230238,100952930,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,12/21/2021 0:00,00:00.0,12/21/2021 0:00,00:00.0,0,1633,N,HONORE,ST,ELECTRICAL CONTRACTOR NAME CHANGE TO PERMIT NUMBER 100930287,75,0,0,75,0,0,0,0,0,0,0,0,75,24,240300,32,1163800.069,1911045.297,41.91153945,-87.67368246,324
204,60314,3245394,100963138,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,5/2/2022 0:00,00:00.0,7/25/2022 0:00,00:00.0,84,3440,W,HIRSCH,ST,"SPR 2019 CBC. INTERIOR ALTERATIONS TO EXISTING ONE AND HALF STORY BRICK/FRAME SFR WITH BASEMENT (OCCUPANCY R-5, CONSTRUCTION TYPE VA) INCLUDING ELECTRICAL, PLUMBING AND HVAC. NEW REAR WOOD DECK. MASONRY REPAIRS AND TUCK-POINTING. ALL WORK AS PER PLANS.",500,50,0,550,0,0,0,0,0,0,0,0,550,23,230900,26,1152993.142,1909132.545,41.90651189,-87.71343461,306
205,61100,3256771,100971168,PERMIT - EASY PERMIT PROCESS,EASY PERMIT WEB,5/10/2022 0:00,00:00.0,5/10/2022 0:00,00:00.0,0,2243,W,POLK,ST,TUCKPOINTING - NO STRUCTURAL WORK - 1500 SQFT,475,50,0,525,0,0,0,0,0,0,0,0,525,28,838200,28,1161404.173,1896351.381,41.87126835,-87.68289341,260/275
206,62201,3274391,100983787,PERMIT - NEW CONSTRUCTION,STANDARD PLAN REVIEW,1/23/2023 0:00,00:00.0,6/6/2023 0:00,00:00.0,134,1323,S,ASHLAND,AVE,inFOUNDATION AND BASEMENT ONLY FOR 6 STORY COMMERCIAL BUILDING INCLUDING OFFICE AND RETAIL ROOFTOP GARDEN AND PARKING IN LOWER LEVELin,5505.9,1329,0,6834.9,0,0,0,0,0,0,0,0,6834.9,28,842900,28,1165976.086,1893864.002,41.86434647,-87.66617922,55
207,62852,3286060,100991803,PERMIT - EASY PERMIT PROCESS,EASY PERMIT WEB,10/10/2022 0:00,00:00.0,10/10/2022 0:00,00:00.0,0,1731,N,LUNA,AVE,GARAGE,500,50,0,550,0,0,0,0,0,0,0,0,550,25,250300,37,1139168.33,1911096.833,41.91216505,-87.76417135,16
208,62994,3288612,100993599,PERMIT - EASY PERMIT PROCESS,EASY PERMIT WEB,10/22/2022 0:00,00:00.0,10/22/2022 0:00,00:00.0,0,3150,W,CHICAGO,AVE,TUCKPOINTING - NO STRUCTURAL WORK - 345 SQFT,475,50,0,525,0,0,0,0,0,0,0,0,525,23,836600,27,1155003.408,1905195.004,41.89566682,-87.70615582,281
209,64481,3319402,101013930,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,5/31/2023 0:00,00:00.0,5/31/2023 0:00,00:00.0,0,620,S,SPAULDING,AVE,"revision to permit # 100949837 to change contractors: mason to TOR CONSTRUCTION COMPANY INC., electrical to SPURLOCK & SON, plumbing to RYANftS PLUMBING INC",75,0,0,75,0,0,0,0,0,0,0,0,75,27,837300,24,1154433.286,1896906.121,41.87293271,-87.70847142,244
210,64753,3325855,101018498,PERMIT - EASY PERMIT PROCESS,EASY PERMIT WEB,5/29/2023 0:00,00:00.0,5/29/2023 0:00,00:00.0,0,821,S,BELL,AVE,TUCKPOINTING - NO STRUCTURAL WORK - 375 SQFT,475,50,0,525,0,0,0,0,0,0,0,0,525,28,838200,28,1161557.782,1896177.983,41.87078933,-87.68233429,260/275
211,64763,3326297,101018776,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,5/31/2023 0:00,00:00.0,5/31/2023 0:00,00:00.0,0,3306,W,FLOURNOY,ST,"revision to permit # 100952913 to change contractors: mason to TOR CONSTRUCTION COMPANY INC., electrical to SPURLOCK & SON, plumbing to RYANftS PLUMBING INC",75,0,0,75,0,0,0,0,0,0,0,0,75,27,837300,24,1154379.65,1896879.342,41.8728603,-87.70866906,244
212,65507,2871304,100719931,PERMIT - RENOVATION/ALTERATION,SELF CERT,9/5/2017 0:00,00:00.0,10/16/2017 0:00,00:00.0,41,1212,S,ASHLAND,AVE,SELF-CERT. PROJECT: ALTERATIONS TO EXISTING 1-STORY BANKING FACILITY DRIVE THRU FOR NEW ATM MACHINE AS PER PLANS.,750,75,0,825,0,0,0,0,0,0,0,0,825,28,842900,28,1165874.529,1894641.614,41.86648248,-87.66652986,55
213,65941,2947866,100766152,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,6/7/2018 0:00,00:00.0,6/20/2018 0:00,00:00.0,13,615,N,WALLER,AVE,"FENCES: 100FT IN X 5FT IN: QTY 1, GARAGE",650,125,625,1400,0,0,0,0,0,0,0,0,1400,25,251400,29,1138263.556,1903576.325,41.89154429,-87.76767746,268
214,65949,3198820,100931192,PERMIT - EASY PERMIT PROCESS,EASY PERMIT WEB,7/15/2021 0:00,00:00.0,7/15/2021 0:00,00:00.0,0,5714,W,ERIE,ST,GARAGE,500,50,0,550,0,0,0,0,0,0,0,0,550,25,251400,29,1137996.824,1903760.644,41.89205491,-87.7686526,268
215,66200,3337699,101026953,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,8/8/2023 0:00,00:00.0,8/24/2023 0:00,00:00.0,16,3511,W,POLK,ST,SOLAR PANEL PERMIT.  ERECT A PHOTOVOLTAIC SOLAR ARRAY ON THE ROOF,225,50,0,275,0,0,0,0,0,0,0,0,275,27,271500,24,1153035.635,1896104.444,41.87076063,-87.71362414,244
216,66978,3341098,101029294,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,8/27/2023 0:00,00:00.0,8/27/2023 0:00,00:00.0,0,3329,W,FLOURNOY,ST,INSTALLING NEW 200-AMP SERVICE WITH 3-METERS 1-PUBLIC,75,0,0,75,0,0,0,0,0,0,0,0,75,27,837300,24,1154155.278,1896793.929,41.87263039,-87.70949512,244
217,67249,3341398,101029491,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,8/28/2023 0:00,00:00.0,8/28/2023 0:00,00:00.0,0,3452,W,EVERGREEN,AVE,-INSTALL A 40 AMP CIRCUIT TO SERVICE A NEMA 14-50 OUTLET,150,0,0,150,0,0,0,0,0,0,0,0,150,23,230900,26,1152879.607,1908802.287,41.90560788,-87.71386043,306
218,67829,3217610,100944318,PERMIT - RENOVATION/ALTERATION,SELF CERT,11/15/2021 0:00,00:00.0,11/15/2021 0:00,00:00.0,0,1644,N,HONORE,ST,SC 2019 CBC - INTERIOR OFFICE RENOVATION AS PER PLANS. NO CHANGE AREA OR STRUCTURAL WORK.,2930.78,75,0,3005.78,0,0,0,0,0,0,0,0,3005.78,24,240300,2,1163717.035,1911166.975,41.91187509,-87.67398406,324
219,67847,3251494,100967358,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,6/6/2022 0:00,00:00.0,12/12/2022 0:00,00:00.0,189,2844,S,KOSTNER,AVE,"PER 2019 CBRC  INTERIOR REMODELING FOR AN 858 SF 1ST FLOOR UNIT & AN 858 SF SECOND FLOOR UNIT, DUPLEX 2ND FLOOR UNIT INTO NEW 490 SF ATTIC DORMER, ADD 35 LF SPREAD FOOTINGS TO EXISTING 3-STORY ENCLOSED REAR  PORCH, ALL FOR AN EXISITNG 2- STORY, 2-UNIT",500,75,875,1450,0,0,0,0,0,0,0,0,1450,30,301801,22,1147488.516,1884526.14,41.83909637,-87.73428627,49
220,67900,3321252,101015250,PERMIT - RENOVATION/ALTERATION,SELF CERT,8/1/2023 0:00,00:00.0,8/1/2023 0:00,00:00.0,0,800,N,KEDZIE,AVE,"SC 2019 CBRC: POLISHED NAILS @ CHICAGO KEDZIE PLAZARETAIL BUILD-OUT OF AN EXISTING TENANT SPACE. B OCC., TYPE II-B CONST.",2150,75,0,2225,0,0,0,0,0,0,0,0,2225,23,836600,27,1154853.936,1905175.142,41.89561531,-87.70670533,281
221,68171,3336998,101026420,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,8/2/2023 0:00,00:00.0,8/2/2023 0:00,00:00.0,0,1620,N,WINCHESTER,AVE,NEW 2 CAR GARAGE WIRING,150,0,0,150,0,0,0,0,0,0,0,0,150,24,240300,32,1163059.023,1910901.313,41.91115995,-87.67640887,324
222,69753,3337280,101026633,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,8/3/2023 0:00,00:00.0,8/8/2023 0:00,00:00.0,5,1629,N,HONORE,ST,REPLACE THE EXISTING FRONT OPEN WOOD PORCH OF THE SAME SIZE AND LOCATION,302,75,0,377,0,0,0,0,0,0,0,0,377,24,240300,32,1163801.088,1911004.08,41.91142632,-87.67367988,324
223,70013,3288134,100993273,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,10/20/2022 0:00,00:00.0,11/2/2022 0:00,00:00.0,13,2817,S,KOSTNER,AVE,SOLAR PANEL PERMIT.  ERECT A PHOTOVOLTAIC SOLAR ARRAY ON THE ROOF,225,50,0,275,0,0,0,0,0,0,0,0,275,30,301801,22,1147558.903,1884818.648,41.83989771,-87.73402049,49
224,70058,3323361,101016746,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,5/16/2023 0:00,00:00.0,8/8/2023 0:00,00:00.0,84,1436,W,HURON,ST,"REMOVE EXISTING EXTERIOR LIMESTONE-AND-CONCRETE STAIR AND PORCH, AND REPLACE WITH EXTERIOR STEEL STAIR AND LANDING, PER PLANS. SCOPE OF WORK INCLUDES EXISTING STAIR DEMOLITION, RE-FACING OF THE EXPOSED PORTIONS OF THE BUILDING FACADE, AND INSTALLATION OF",800,75,0,875,0,0,0,0,0,0,0,0,875,24,243300,27,1166510.289,1904826.07,41.89441584,-87.6639043,292
225,70948,3111245,100865217,PERMIT - SIGNS,SIGN PERMIT,4/10/2020 0:00,00:00.0,4/17/2020 0:00,00:00.0,7,1220,S,ASHLAND,AVE,TCF BANK - WALL SIGN - 2ft-6inH X 8ft-6inW (21 SQFT),50,200,0,250,0,0,0,0,0,0,0,0,250,28,842900,28,1165876.732,1894558.435,41.86625418,-87.66652414,55
226,70950,3113396,100866630,PERMIT - SIGNS,SIGN PERMIT,4/16/2020 0:00,00:00.0,4/27/2020 0:00,00:00.0,11,3333,W,26TH,ST,TCF BANK - WALL SIGN - 3ft-6inH X 11ft-11inW (42 SQFT),50,200,0,250,0,0,0,0,0,0,0,0,250,30,840800,12,1154433.984,1886492.397,41.84435627,-87.70874699,157
227,70951,3113399,100866633,PERMIT - SIGNS,SIGN PERMIT,4/16/2020 0:00,00:00.0,4/27/2020 0:00,00:00.0,11,3333,W,26TH,ST,TCF BANK - GROUND SIGN (DIRECTIONAL 03) - 4ft-4inH X 2ft-4inW (5 SQFT),100,200,0,300,0,0,0,0,0,0,0,0,300,30,840800,12,1154433.984,1886492.397,41.84435627,-87.70874699,157
228,71212,3338234,101027289,PERMIT - SCAFFOLDING,EASY PERMIT,8/10/2023 0:00,00:00.0,8/10/2023 0:00,00:00.0,0,1447,S,ASHLAND,AVE,ERECTING SIX (6) SCAFFOLDS DATES 08/10/2023 THROUGH 08/10/2024,900,0,0,900,0,0,0,0,0,0,0,0,900,28,842900,28,1166002.277,1892964.162,41.86187668,-87.66610874,55
229,71384,3339776,101028360,PERMIT - EASY PERMIT PROCESS,EASY PERMIT WEB,8/18/2023 0:00,00:00.0,8/18/2023 0:00,00:00.0,0,1447,S,ASHLAND,AVE,"SHELF ANGLE RESTORATION AT 12TH FLR, REMOVE/REPLACE 4860 SQ FT BRICKS S.A.E., 750 LF WINDOWS CAULKING, TUCKPOINTING 920 SF - NO STRUCTURAL WORK",802,50,0,852,0,0,0,0,0,0,0,0,852,28,842900,28,1166002.277,1892964.162,41.86187668,-87.66610874,55
230,71395,3341853,101029768,PERMIT - EASY PERMIT PROCESS,EASY PERMIT WEB,8/30/2023 0:00,00:00.0,8/30/2023 0:00,00:00.0,0,1657,N,LUNA,AVE,ROOF TEAR OFF AND REPLACEMENT,450,0,0,450,0,0,0,0,0,0,0,0,450,25,250300,37,1139181.926,1910699.661,41.91107492,-87.76413108,16
231,72399,2429634,100469961,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,12/7/2012 0:00,00:00.0,12/7/2012 0:00,00:00.0,0,1418,W,HURON,ST,REBUILDING 220 SQ. FT. OF PARAPET & EXTERIOR MASONRY WALL.,250,50,0,300,0,0,0,0,0,0,0,0,300,24,243300,27,1166709.739,1904831.296,41.89442591,-87.66317163,292
232,72693,3327584,101019722,PERMIT - NEW CONSTRUCTION,STANDARD PLAN REVIEW,6/29/2023 0:00,00:00.0,9/11/2023 0:00,00:00.0,74,1323,S,ASHLAND,AVE,2019 CBC ERECT 6 STORY OFFICE BUILDING WITH BASEMENT PARKING ON PREVIOUSLY APPROVED FOUNDATION PERMIT #100983787 AS PER PLANS**CERTIFIED CORRECTIONS SUBJECT TO FIELD INSPECTIONS & AUDIT **,31916.94,1329,0,33245.94,0,0,0,0,0,0,0,0,33245.94,28,842900,28,1165976.086,1893864.002,41.86434647,-87.66617922,55
233,73105,3344289,101031433,PERMIT - EASY PERMIT PROCESS,EASY PERMIT WEB,9/13/2023 0:00,00:00.0,9/13/2023 0:00,00:00.0,0,3409,W,HIRSCH,ST,"REPAIR/REPLACE(APPROX 1,00 SQ FT)OF DRYWALL.",175,0,0,175,0,0,0,0,0,0,0,0,175,23,230900,26,1153325.084,1909058.788,41.90630291,-87.71221721,306
234,73106,3333594,101024005,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,7/14/2023 0:00,00:00.0,9/13/2023 0:00,00:00.0,61,1617,N,HONORE,ST,"SPR 2019 CBRC: WORK IDENTIFIED ON DRAWINGS. PRIMARY SCOPE INCLUDES: REPLACE EXISTING ROOF ASSEMLBY, ROOF DECK, AND ROOF TRUSSES. RECLAD EXISTING PENTHOUSE TO REMAIN. REPAIR WATER DAMAGED AREAS WITHIN HOME.(OCCUPANCY GROUP R-5; TYPE V-A CONSTRUCTION)",550,75,0,625,0,0,0,0,0,0,0,0,625,24,240300,32,1163804.15,1910880.424,41.91108694,-87.67367212,324
235,73323,2738116,100639678,PERMIT - RENOVATION/ALTERATION,SELF CERT,3/24/2016 0:00,00:00.0,3/25/2016 0:00,00:00.0,1,739,N,ADA,ST,SELF-CERT: INTERIOR DEMOLITION OF NON-LOAD BEARING PARTITIONS ON FLOORS 1-4 AS PER PLANS.     **Self-Certification Project  -  Conditional Permit: Subject to audit & field inspections**,300,75,0,375,0,0,0,0,8812.5,0,0,8812.5,9187.5,24,243400,27,1167232.603,1905230.933,41.89551132,-87.66123981,292
236,73700,3344822,101031757,PERMIT - EASY PERMIT PROCESS,EASY PERMIT WEB,9/15/2023 0:00,00:00.0,9/15/2023 0:00,00:00.0,0,1649,N,HONORE,ST,FENCES: 112FT 0IN X 6FT 0IN: QTY 1,150,75,0,225,0,0,0,0,0,0,0,0,225,24,240300,32,1163795.991,1911210.172,41.91199196,-87.67369278,324
237,73723,3358943,101040872,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,12/21/2023 0:00,00:00.0,12/21/2023 0:00,00:00.0,0,1923,W,WABANSIA,AVE,NEW ELECTRICAL OUTDOOR OUTLET ON EXISTING CIRCUIT,75,0,0,75,0,0,0,0,0,0,0,0,75,24,240300,32,1163151.855,1911288.321,41.91221998,-87.67605694,324
238,73829,2860282,100713155,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,6/29/2017 0:00,00:00.0,6/29/2017 0:00,00:00.0,0,3518,W,EVERGREEN,AVE,"PLUMBING ONLY: ELIMINATE 6in CATCH BASIN LINES. INSTALL NEW 4in CAST IRON WASHER AND KITCHEN LINES TIE INTO EXISTING 6in CLAY SEWER AND VENT. INSTALL 30in OF TRENCH DRAIN AT BACK DOOR, TIE INTO EXISTING DRAIN TILE SYSTEM.",150,0,0,150,0,0,0,0,175,50,0,225,375,23,230800,26,1152565.436,1908795.403,41.90559521,-87.71501468,306
239,73948,3345248,101032084,PERMIT - EASY PERMIT PROCESS,EASY PERMIT WEB,9/19/2023 0:00,00:00.0,9/19/2023 0:00,00:00.0,0,2820,S,KOLIN,AVE,GARAGE,500,50,0,550,0,0,0,0,0,0,0,0,550,30,301801,22,1147812.756,1884783.316,41.83979589,-87.73308986,49
240,74880,2839093,100700148,PERMIT - NEW CONSTRUCTION,STANDARD PLAN REVIEW,11/13/2017 0:00,00:00.0,11/13/2017 0:00,00:00.0,0,1840,W,NORTH,AVE,"NEW 1C CONSTRUCTION FOR A  2 STORY RESTAURANT 1ST FLOOR: 3,860. 2ND FLOOR: 1,015 SQ. FT: 7000 BUILDING ADDRESS: 1840-44 W. NORTH AVE.",5326.8,75,0,5401.8,0,0,0,0,0,0,0,0,5401.8,24,240300,2,1163661.542,1910718.485,41.91064557,-87.67420059,324
241,74895,2906184,100741437,PERMIT - RENOVATION/ALTERATION,STANDARD PLAN REVIEW,3/29/2018 0:00,00:00.0,5/14/2018 0:00,00:00.0,46,1840,W,NORTH,AVE,REVISION TO PERMIT 100700148 TO ADD 2ND FLOOR 960 SQ. FT OUTDOOR PATIO SEATING  AS PER PLANS.SQ. FT. OF WORK: 960(CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTIONS)),1500,75,0,1575,0,0,0,0,0,0,0,0,1575,24,240300,2,1163661.542,1910718.485,41.91064557,-87.67420059,324
